# Farfield Pattern Export
# Frequency [Hz]: 3.000000e+09
# N elements: 32
# Directivity [dBi]: 9.24
# Theta points: 401, Phi points: 401
Theta [deg.]; Phi [deg.]; Abs(Dir.)[dB]; Abs(F); Phase(F)[deg.]
-90.0000; -31.5000; -23.4568; 0.067168; 0.0000
-89.5500; -31.5000; -23.4623; 0.067125; -0.0000
-89.1000; -31.5000; -23.4787; 0.066998; -0.0000
-88.6500; -31.5000; -23.5062; 0.066787; -0.0000
-88.2000; -31.5000; -23.5449; 0.066489; -0.0000
-87.7500; -31.5000; -23.5951; 0.066107; 0.0000
-87.3000; -31.5000; -23.6569; 0.065638; -0.0000
-86.8500; -31.5000; -23.7308; 0.065082; -0.0000
-86.4000; -31.5000; -23.8171; 0.064439; 0.0000
-85.9500; -31.5000; -23.9163; 0.063707; 0.0000
-85.5000; -31.5000; -24.0290; 0.062885; 0.0000
-85.0500; -31.5000; -24.1559; 0.061973; 0.0000
-84.6000; -31.5000; -24.2977; 0.060970; -0.0000
-84.1500; -31.5000; -24.4554; 0.059873; -0.0000
-83.7000; -31.5000; -24.6299; 0.058682; 0.0000
-83.2500; -31.5000; -24.8225; 0.057395; -0.0000
-82.8000; -31.5000; -25.0345; 0.056011; -0.0000
-82.3500; -31.5000; -25.2675; 0.054529; -0.0000
-81.9000; -31.5000; -25.5234; 0.052946; 0.0000
-81.4500; -31.5000; -25.8043; 0.051261; 0.0000
-81.0000; -31.5000; -26.1127; 0.049473; 0.0000
-80.5500; -31.5000; -26.4516; 0.047579; -0.0000
-80.1000; -31.5000; -26.8246; 0.045580; 0.0000
-79.6500; -31.5000; -27.2358; 0.043472; -0.0000
-79.2000; -31.5000; -27.6906; 0.041254; -0.0000
-78.7500; -31.5000; -28.1953; 0.038926; 0.0000
-78.3000; -31.5000; -28.7579; 0.036484; 0.0000
-77.8500; -31.5000; -29.3885; 0.033929; 0.0000
-77.4000; -31.5000; -30.1005; 0.031259; 0.0000
-76.9500; -31.5000; -30.9115; 0.028473; -0.0000
-76.5000; -31.5000; -31.8458; 0.025569; 0.0000
-76.0500; -31.5000; -32.9382; 0.022547; -0.0000
-75.6000; -31.5000; -34.2410; 0.019407; -0.0000
-75.1500; -31.5000; -35.8382; 0.016147; 0.0000
-74.7000; -31.5000; -37.8777; 0.012768; 0.0000
-74.2500; -31.5000; -40.6594; 0.009269; 0.0000
-73.8000; -31.5000; -44.9582; 0.005651; 0.0000
-73.3500; -31.5000; -54.3655; 0.001913; 0.0000
-72.9000; -31.5000; -54.2311; 0.001943; -180.0000
-72.4500; -31.5000; -44.5590; 0.005916; 180.0000
-72.0000; -31.5000; -39.9948; 0.010006; 180.0000
-71.5500; -31.5000; -36.9479; 0.014210; 180.0000
-71.1000; -31.5000; -34.6437; 0.018527; -180.0000
-70.6500; -31.5000; -32.7824; 0.022955; -180.0000
-70.2000; -31.5000; -31.2163; 0.027491; 180.0000
-69.7500; -31.5000; -29.8615; 0.032131; 180.0000
-69.3000; -31.5000; -28.6659; 0.036873; 180.0000
-68.8500; -31.5000; -27.5947; 0.041712; 180.0000
-68.4000; -31.5000; -26.6239; 0.046645; -180.0000
-67.9500; -31.5000; -25.7358; 0.051667; 180.0000
-67.5000; -31.5000; -24.9173; 0.056772; -180.0000
-67.0500; -31.5000; -24.1585; 0.061955; -180.0000
-66.6000; -31.5000; -23.4514; 0.067210; -180.0000
-66.1500; -31.5000; -22.7897; 0.072530; 180.0000
-65.7000; -31.5000; -22.1683; 0.077908; -180.0000
-65.2500; -31.5000; -21.5832; 0.083338; -180.0000
-64.8000; -31.5000; -21.0308; 0.088810; -180.0000
-64.3500; -31.5000; -20.5083; 0.094316; 180.0000
-63.9000; -31.5000; -20.0133; 0.099847; 180.0000
-63.4500; -31.5000; -19.5436; 0.105394; 180.0000
-63.0000; -31.5000; -19.0977; 0.110947; -180.0000
-62.5500; -31.5000; -18.6738; 0.116496; 180.0000
-62.1000; -31.5000; -18.2708; 0.122028; -180.0000
-61.6500; -31.5000; -17.8875; 0.127534; 180.0000
-61.2000; -31.5000; -17.5229; 0.133001; -180.0000
-60.7500; -31.5000; -17.1763; 0.138416; -180.0000
-60.3000; -31.5000; -16.8468; 0.143768; 180.0000
-59.8500; -31.5000; -16.5338; 0.149043; 180.0000
-59.4000; -31.5000; -16.2368; 0.154227; -180.0000
-58.9500; -31.5000; -15.9553; 0.159308; -180.0000
-58.5000; -31.5000; -15.6888; 0.164270; 180.0000
-58.0500; -31.5000; -15.4372; 0.169100; 180.0000
-57.6000; -31.5000; -15.1999; 0.173782; -180.0000
-57.1500; -31.5000; -14.9769; 0.178302; -180.0000
-56.7000; -31.5000; -14.7679; 0.182644; -180.0000
-56.2500; -31.5000; -14.5727; 0.186795; -180.0000
-55.8000; -31.5000; -14.3913; 0.190737; 180.0000
-55.3500; -31.5000; -14.2236; 0.194457; 180.0000
-54.9000; -31.5000; -14.0694; 0.197937; 180.0000
-54.4500; -31.5000; -13.9290; 0.201165; 180.0000
-54.0000; -31.5000; -13.8022; 0.204123; -180.0000
-53.5500; -31.5000; -13.6891; 0.206797; 180.0000
-53.1000; -31.5000; -13.5899; 0.209172; 180.0000
-52.6500; -31.5000; -13.5047; 0.211234; -180.0000
-52.2000; -31.5000; -13.4337; 0.212968; 180.0000
-51.7500; -31.5000; -13.3771; 0.214360; 180.0000
-51.3000; -31.5000; -13.3352; 0.215397; -180.0000
-50.8500; -31.5000; -13.3082; 0.216067; -180.0000
-50.4000; -31.5000; -13.2966; 0.216356; 180.0000
-49.9500; -31.5000; -13.3008; 0.216253; -180.0000
-49.5000; -31.5000; -13.3211; 0.215747; -180.0000
-49.0500; -31.5000; -13.3582; 0.214827; 180.0000
-48.6000; -31.5000; -13.4126; 0.213485; -180.0000
-48.1500; -31.5000; -13.4851; 0.211712; 180.0000
-47.7000; -31.5000; -13.5763; 0.209500; -180.0000
-47.2500; -31.5000; -13.6872; 0.206842; -180.0000
-46.8000; -31.5000; -13.8187; 0.203734; 180.0000
-46.3500; -31.5000; -13.9720; 0.200170; -180.0000
-45.9000; -31.5000; -14.1483; 0.196148; -180.0000
-45.4500; -31.5000; -14.3491; 0.191666; 180.0000
-45.0000; -31.5000; -14.5761; 0.186722; -180.0000
-44.5500; -31.5000; -14.8312; 0.181318; 180.0000
-44.1000; -31.5000; -15.1167; 0.175456; 180.0000
-43.6500; -31.5000; -15.4352; 0.169138; 180.0000
-43.2000; -31.5000; -15.7899; 0.162370; -180.0000
-42.7500; -31.5000; -16.1845; 0.155159; 180.0000
-42.3000; -31.5000; -16.6235; 0.147511; 180.0000
-41.8500; -31.5000; -17.1125; 0.139437; 180.0000
-41.4000; -31.5000; -17.6581; 0.130947; -180.0000
-40.9500; -31.5000; -18.2690; 0.122053; 180.0000
-40.5000; -31.5000; -18.9562; 0.112770; -180.0000
-40.0500; -31.5000; -19.7338; 0.103112; -180.0000
-39.6000; -31.5000; -20.6213; 0.093097; 180.0000
-39.1500; -31.5000; -21.6453; 0.082744; 180.0000
-38.7000; -31.5000; -22.8448; 0.072071; -180.0000
-38.2500; -31.5000; -24.2790; 0.061101; 180.0000
-37.8000; -31.5000; -26.0456; 0.049856; 180.0000
-37.3500; -31.5000; -28.3224; 0.038360; -180.0000
-36.9000; -31.5000; -31.4897; 0.026639; -180.0000
-36.4500; -31.5000; -36.6425; 0.014719; 180.0000
-36.0000; -31.5000; -51.6084; 0.002628; -180.0000
-35.5500; -31.5000; -40.3495; 0.009606; 0.0000
-35.1000; -31.5000; -33.1708; 0.021951; 0.0000
-34.6500; -31.5000; -29.2743; 0.034378; 0.0000
-34.2000; -31.5000; -26.5848; 0.046855; 0.0000
-33.7500; -31.5000; -24.5316; 0.059350; -0.0000
-33.3000; -31.5000; -22.8741; 0.071828; 0.0000
-32.8500; -31.5000; -21.4877; 0.084258; -0.0000
-32.4000; -31.5000; -20.3000; 0.096605; 0.0000
-31.9500; -31.5000; -19.2646; 0.108835; 0.0000
-31.5000; -31.5000; -18.3505; 0.120913; 0.0000
-31.0500; -31.5000; -17.5357; 0.132806; 0.0000
-30.6000; -31.5000; -16.8040; 0.144478; 0.0000
-30.1500; -31.5000; -16.1433; 0.155897; 0.0000
-29.7000; -31.5000; -15.5443; 0.167027; -0.0000
-29.2500; -31.5000; -14.9995; 0.177837; -0.0000
-28.8000; -31.5000; -14.5033; 0.188294; -0.0000
-28.3500; -31.5000; -14.0506; 0.198366; -0.0000
-27.9000; -31.5000; -13.6378; 0.208023; 0.0000
-27.4500; -31.5000; -13.2614; 0.217235; 0.0000
-27.0000; -31.5000; -12.9188; 0.225974; -0.0000
-26.5500; -31.5000; -12.6078; 0.234212; 0.0000
-26.1000; -31.5000; -12.3264; 0.241925; 0.0000
-25.6500; -31.5000; -12.0730; 0.249088; -0.0000
-25.2000; -31.5000; -11.8461; 0.255679; 0.0000
-24.7500; -31.5000; -11.6446; 0.261678; 0.0000
-24.3000; -31.5000; -11.4676; 0.267067; -0.0000
-23.8500; -31.5000; -11.3141; 0.271830; -0.0000
-23.4000; -31.5000; -11.1834; 0.275951; 0.0000
-22.9500; -31.5000; -11.0748; 0.279421; 0.0000
-22.5000; -31.5000; -10.9880; 0.282228; 0.0000
-22.0500; -31.5000; -10.9224; 0.284367; 0.0000
-21.6000; -31.5000; -10.8778; 0.285832; 0.0000
-21.1500; -31.5000; -10.8538; 0.286622; 0.0000
-20.7000; -31.5000; -10.8503; 0.286736; 0.0000
-20.2500; -31.5000; -10.8672; 0.286179; 0.0000
-19.8000; -31.5000; -10.9044; 0.284956; -0.0000
-19.3500; -31.5000; -10.9620; 0.283075; -0.0000
-18.9000; -31.5000; -11.0399; 0.280547; 0.0000
-18.4500; -31.5000; -11.1383; 0.277386; 0.0000
-18.0000; -31.5000; -11.2574; 0.273608; 0.0000
-17.5500; -31.5000; -11.3975; 0.269232; 0.0000
-17.1000; -31.5000; -11.5588; 0.264278; 0.0000
-16.6500; -31.5000; -11.7417; 0.258771; 0.0000
-16.2000; -31.5000; -11.9467; 0.252735; 0.0000
-15.7500; -31.5000; -12.1742; 0.246200; 0.0000
-15.3000; -31.5000; -12.4249; 0.239196; 0.0000
-14.8500; -31.5000; -12.6995; 0.231753; 0.0000
-14.4000; -31.5000; -12.9986; 0.223908; 0.0000
-13.9500; -31.5000; -13.3232; 0.215696; 0.0000
-13.5000; -31.5000; -13.6742; 0.207153; 0.0000
-13.0500; -31.5000; -14.0527; 0.198320; 0.0000
-12.6000; -31.5000; -14.4599; 0.189236; 0.0000
-12.1500; -31.5000; -14.8973; 0.179943; 0.0000
-11.7000; -31.5000; -15.3664; 0.170482; -0.0000
-11.2500; -31.5000; -15.8690; 0.160898; 0.0000
-10.8000; -31.5000; -16.4070; 0.151234; 0.0000
-10.3500; -31.5000; -16.9828; 0.141534; 0.0000
-9.9000; -31.5000; -17.5989; 0.131842; 0.0000
-9.4500; -31.5000; -18.2584; 0.122202; 0.0000
-9.0000; -31.5000; -18.9647; 0.112659; 0.0000
-8.5500; -31.5000; -19.7217; 0.103256; 0.0000
-8.1000; -31.5000; -20.5342; 0.094036; 0.0000
-7.6500; -31.5000; -21.4074; 0.085041; 0.0000
-7.2000; -31.5000; -22.3480; 0.076313; 0.0000
-6.7500; -31.5000; -23.3637; 0.067892; 0.0000
-6.3000; -31.5000; -24.4637; 0.059816; 0.0000
-5.8500; -31.5000; -25.6596; 0.052122; 0.0000
-5.4000; -31.5000; -26.9655; 0.044846; 0.0000
-4.9500; -31.5000; -28.3993; 0.038022; 0.0000
-4.5000; -31.5000; -29.9841; 0.031681; 0.0000
-4.0500; -31.5000; -31.7504; 0.025851; 0.0000
-3.6000; -31.5000; -33.7393; 0.020561; 0.0000
-3.1500; -31.5000; -36.0086; 0.015833; 0.0000
-2.7000; -31.5000; -38.6428; 0.011691; 0.0000
-2.2500; -31.5000; -41.7731; 0.008154; 0.0000
-1.8000; -31.5000; -45.6193; 0.005236; 0.0000
-1.3500; -31.5000; -50.5934; 0.002953; 0.0000
-0.9000; -31.5000; -57.6203; 0.001315; 0.0000
-0.4500; -31.5000; -69.6514; 0.000329; 0.0000
0.0000; -31.5000; -200.0000; 0.000000; 0.0000
0.4500; -31.5000; -69.6514; 0.000329; 0.0000
0.9000; -31.5000; -57.6203; 0.001315; 0.0000
1.3500; -31.5000; -50.5934; 0.002953; 0.0000
1.8000; -31.5000; -45.6193; 0.005236; 0.0000
2.2500; -31.5000; -41.7731; 0.008154; 0.0000
2.7000; -31.5000; -38.6428; 0.011691; 0.0000
3.1500; -31.5000; -36.0086; 0.015833; 0.0000
3.6000; -31.5000; -33.7393; 0.020561; 0.0000
4.0500; -31.5000; -31.7504; 0.025851; 0.0000
4.5000; -31.5000; -29.9841; 0.031681; -0.0000
4.9500; -31.5000; -28.3993; 0.038022; 0.0000
5.4000; -31.5000; -26.9655; 0.044846; 0.0000
5.8500; -31.5000; -25.6596; 0.052122; -0.0000
6.3000; -31.5000; -24.4637; 0.059816; -0.0000
6.7500; -31.5000; -23.3637; 0.067892; 0.0000
7.2000; -31.5000; -22.3480; 0.076313; -0.0000
7.6500; -31.5000; -21.4074; 0.085041; -0.0000
8.1000; -31.5000; -20.5342; 0.094036; 0.0000
8.5500; -31.5000; -19.7217; 0.103256; -0.0000
9.0000; -31.5000; -18.9647; 0.112659; 0.0000
9.4500; -31.5000; -18.2584; 0.122202; 0.0000
9.9000; -31.5000; -17.5989; 0.131842; 0.0000
10.3500; -31.5000; -16.9828; 0.141534; 0.0000
10.8000; -31.5000; -16.4070; 0.151234; 0.0000
11.2500; -31.5000; -15.8690; 0.160898; 0.0000
11.7000; -31.5000; -15.3664; 0.170482; -0.0000
12.1500; -31.5000; -14.8973; 0.179943; 0.0000
12.6000; -31.5000; -14.4599; 0.189236; 0.0000
13.0500; -31.5000; -14.0527; 0.198320; 0.0000
13.5000; -31.5000; -13.6742; 0.207153; 0.0000
13.9500; -31.5000; -13.3232; 0.215696; -0.0000
14.4000; -31.5000; -12.9986; 0.223908; 0.0000
14.8500; -31.5000; -12.6995; 0.231753; -0.0000
15.3000; -31.5000; -12.4249; 0.239196; -0.0000
15.7500; -31.5000; -12.1742; 0.246200; -0.0000
16.2000; -31.5000; -11.9467; 0.252735; -0.0000
16.6500; -31.5000; -11.7417; 0.258771; 0.0000
17.1000; -31.5000; -11.5588; 0.264278; 0.0000
17.5500; -31.5000; -11.3975; 0.269232; 0.0000
18.0000; -31.5000; -11.2574; 0.273608; -0.0000
18.4500; -31.5000; -11.1383; 0.277386; 0.0000
18.9000; -31.5000; -11.0399; 0.280547; 0.0000
19.3500; -31.5000; -10.9620; 0.283075; -0.0000
19.8000; -31.5000; -10.9044; 0.284956; -0.0000
20.2500; -31.5000; -10.8672; 0.286179; -0.0000
20.7000; -31.5000; -10.8503; 0.286736; -0.0000
21.1500; -31.5000; -10.8538; 0.286622; 0.0000
21.6000; -31.5000; -10.8778; 0.285832; 0.0000
22.0500; -31.5000; -10.9224; 0.284367; 0.0000
22.5000; -31.5000; -10.9880; 0.282228; 0.0000
22.9500; -31.5000; -11.0748; 0.279421; -0.0000
23.4000; -31.5000; -11.1834; 0.275951; -0.0000
23.8500; -31.5000; -11.3141; 0.271830; -0.0000
24.3000; -31.5000; -11.4676; 0.267067; -0.0000
24.7500; -31.5000; -11.6446; 0.261678; -0.0000
25.2000; -31.5000; -11.8461; 0.255679; -0.0000
25.6500; -31.5000; -12.0730; 0.249088; 0.0000
26.1000; -31.5000; -12.3264; 0.241925; -0.0000
26.5500; -31.5000; -12.6078; 0.234212; 0.0000
27.0000; -31.5000; -12.9188; 0.225974; -0.0000
27.4500; -31.5000; -13.2614; 0.217235; -0.0000
27.9000; -31.5000; -13.6378; 0.208023; 0.0000
28.3500; -31.5000; -14.0506; 0.198366; 0.0000
28.8000; -31.5000; -14.5033; 0.188294; 0.0000
29.2500; -31.5000; -14.9995; 0.177837; 0.0000
29.7000; -31.5000; -15.5443; 0.167027; 0.0000
30.1500; -31.5000; -16.1433; 0.155897; 0.0000
30.6000; -31.5000; -16.8040; 0.144478; -0.0000
31.0500; -31.5000; -17.5357; 0.132806; 0.0000
31.5000; -31.5000; -18.3505; 0.120913; 0.0000
31.9500; -31.5000; -19.2646; 0.108835; -0.0000
32.4000; -31.5000; -20.3000; 0.096605; 0.0000
32.8500; -31.5000; -21.4877; 0.084258; 0.0000
33.3000; -31.5000; -22.8741; 0.071828; 0.0000
33.7500; -31.5000; -24.5316; 0.059350; 0.0000
34.2000; -31.5000; -26.5848; 0.046855; -0.0000
34.6500; -31.5000; -29.2743; 0.034378; -0.0000
35.1000; -31.5000; -33.1708; 0.021951; -0.0000
35.5500; -31.5000; -40.3495; 0.009606; -0.0000
36.0000; -31.5000; -51.6084; 0.002628; 180.0000
36.4500; -31.5000; -36.6425; 0.014719; -180.0000
36.9000; -31.5000; -31.4897; 0.026639; 180.0000
37.3500; -31.5000; -28.3224; 0.038360; 180.0000
37.8000; -31.5000; -26.0456; 0.049856; 180.0000
38.2500; -31.5000; -24.2790; 0.061101; -180.0000
38.7000; -31.5000; -22.8448; 0.072071; 180.0000
39.1500; -31.5000; -21.6453; 0.082744; 180.0000
39.6000; -31.5000; -20.6213; 0.093097; 180.0000
40.0500; -31.5000; -19.7338; 0.103112; 180.0000
40.5000; -31.5000; -18.9562; 0.112770; 180.0000
40.9500; -31.5000; -18.2690; 0.122053; -180.0000
41.4000; -31.5000; -17.6581; 0.130947; 180.0000
41.8500; -31.5000; -17.1125; 0.139437; 180.0000
42.3000; -31.5000; -16.6235; 0.147511; 180.0000
42.7500; -31.5000; -16.1845; 0.155159; 180.0000
43.2000; -31.5000; -15.7899; 0.162370; 180.0000
43.6500; -31.5000; -15.4352; 0.169138; -180.0000
44.1000; -31.5000; -15.1167; 0.175456; 180.0000
44.5500; -31.5000; -14.8312; 0.181318; -180.0000
45.0000; -31.5000; -14.5761; 0.186722; -180.0000
45.4500; -31.5000; -14.3491; 0.191666; 180.0000
45.9000; -31.5000; -14.1483; 0.196148; -180.0000
46.3500; -31.5000; -13.9720; 0.200170; 180.0000
46.8000; -31.5000; -13.8187; 0.203734; -180.0000
47.2500; -31.5000; -13.6872; 0.206842; -180.0000
47.7000; -31.5000; -13.5763; 0.209500; -180.0000
48.1500; -31.5000; -13.4851; 0.211712; -180.0000
48.6000; -31.5000; -13.4126; 0.213485; 180.0000
49.0500; -31.5000; -13.3582; 0.214827; -180.0000
49.5000; -31.5000; -13.3211; 0.215747; -180.0000
49.9500; -31.5000; -13.3008; 0.216253; 180.0000
50.4000; -31.5000; -13.2966; 0.216356; -180.0000
50.8500; -31.5000; -13.3082; 0.216067; -180.0000
51.3000; -31.5000; -13.3352; 0.215397; 180.0000
51.7500; -31.5000; -13.3771; 0.214360; 180.0000
52.2000; -31.5000; -13.4337; 0.212968; -180.0000
52.6500; -31.5000; -13.5047; 0.211234; 180.0000
53.1000; -31.5000; -13.5899; 0.209172; 180.0000
53.5500; -31.5000; -13.6891; 0.206797; 180.0000
54.0000; -31.5000; -13.8022; 0.204123; 180.0000
54.4500; -31.5000; -13.9290; 0.201165; -180.0000
54.9000; -31.5000; -14.0694; 0.197937; 180.0000
55.3500; -31.5000; -14.2236; 0.194457; -180.0000
55.8000; -31.5000; -14.3913; 0.190737; -180.0000
56.2500; -31.5000; -14.5727; 0.186795; 180.0000
56.7000; -31.5000; -14.7679; 0.182644; -180.0000
57.1500; -31.5000; -14.9769; 0.178302; 180.0000
57.6000; -31.5000; -15.1999; 0.173782; 180.0000
58.0500; -31.5000; -15.4372; 0.169100; 180.0000
58.5000; -31.5000; -15.6888; 0.164270; 180.0000
58.9500; -31.5000; -15.9553; 0.159308; -180.0000
59.4000; -31.5000; -16.2368; 0.154227; -180.0000
59.8500; -31.5000; -16.5338; 0.149043; -180.0000
60.3000; -31.5000; -16.8468; 0.143768; 180.0000
60.7500; -31.5000; -17.1763; 0.138416; 180.0000
61.2000; -31.5000; -17.5229; 0.133001; 180.0000
61.6500; -31.5000; -17.8875; 0.127534; 180.0000
62.1000; -31.5000; -18.2708; 0.122028; 180.0000
62.5500; -31.5000; -18.6738; 0.116496; -180.0000
63.0000; -31.5000; -19.0977; 0.110947; 180.0000
63.4500; -31.5000; -19.5436; 0.105394; 180.0000
63.9000; -31.5000; -20.0133; 0.099847; -180.0000
64.3500; -31.5000; -20.5083; 0.094316; -180.0000
64.8000; -31.5000; -21.0308; 0.088810; -180.0000
65.2500; -31.5000; -21.5832; 0.083338; 180.0000
65.7000; -31.5000; -22.1683; 0.077908; 180.0000
66.1500; -31.5000; -22.7897; 0.072530; 180.0000
66.6000; -31.5000; -23.4514; 0.067210; 180.0000
67.0500; -31.5000; -24.1585; 0.061955; 180.0000
67.5000; -31.5000; -24.9173; 0.056772; 180.0000
67.9500; -31.5000; -25.7358; 0.051667; 180.0000
68.4000; -31.5000; -26.6239; 0.046645; -180.0000
68.8500; -31.5000; -27.5947; 0.041712; 180.0000
69.3000; -31.5000; -28.6659; 0.036873; 180.0000
69.7500; -31.5000; -29.8615; 0.032131; -180.0000
70.2000; -31.5000; -31.2163; 0.027491; -180.0000
70.6500; -31.5000; -32.7824; 0.022955; 180.0000
71.1000; -31.5000; -34.6437; 0.018527; 180.0000
71.5500; -31.5000; -36.9479; 0.014210; -180.0000
72.0000; -31.5000; -39.9948; 0.010006; -180.0000
72.4500; -31.5000; -44.5590; 0.005916; -180.0000
72.9000; -31.5000; -54.2311; 0.001943; 180.0000
73.3500; -31.5000; -54.3655; 0.001913; 0.0000
73.8000; -31.5000; -44.9582; 0.005651; 0.0000
74.2500; -31.5000; -40.6594; 0.009269; 0.0000
74.7000; -31.5000; -37.8777; 0.012768; 0.0000
75.1500; -31.5000; -35.8382; 0.016147; 0.0000
75.6000; -31.5000; -34.2410; 0.019407; 0.0000
76.0500; -31.5000; -32.9382; 0.022547; 0.0000
76.5000; -31.5000; -31.8458; 0.025569; 0.0000
76.9500; -31.5000; -30.9115; 0.028473; -0.0000
77.4000; -31.5000; -30.1005; 0.031259; 0.0000
77.8500; -31.5000; -29.3885; 0.033929; -0.0000
78.3000; -31.5000; -28.7579; 0.036484; 0.0000
78.7500; -31.5000; -28.1953; 0.038926; 0.0000
79.2000; -31.5000; -27.6906; 0.041254; -0.0000
79.6500; -31.5000; -27.2358; 0.043472; -0.0000
80.1000; -31.5000; -26.8246; 0.045580; -0.0000
80.5500; -31.5000; -26.4516; 0.047579; 0.0000
81.0000; -31.5000; -26.1127; 0.049473; 0.0000
81.4500; -31.5000; -25.8043; 0.051261; 0.0000
81.9000; -31.5000; -25.5234; 0.052946; 0.0000
82.3500; -31.5000; -25.2675; 0.054529; -0.0000
82.8000; -31.5000; -25.0345; 0.056011; -0.0000
83.2500; -31.5000; -24.8225; 0.057395; 0.0000
83.7000; -31.5000; -24.6299; 0.058682; -0.0000
84.1500; -31.5000; -24.4554; 0.059873; -0.0000
84.6000; -31.5000; -24.2977; 0.060970; -0.0000
85.0500; -31.5000; -24.1559; 0.061973; -0.0000
85.5000; -31.5000; -24.0290; 0.062885; 0.0000
85.9500; -31.5000; -23.9163; 0.063707; 0.0000
86.4000; -31.5000; -23.8171; 0.064439; -0.0000
86.8500; -31.5000; -23.7308; 0.065082; -0.0000
87.3000; -31.5000; -23.6569; 0.065638; 0.0000
87.7500; -31.5000; -23.5951; 0.066107; 0.0000
88.2000; -31.5000; -23.5449; 0.066489; 0.0000
88.6500; -31.5000; -23.5062; 0.066787; 0.0000
89.1000; -31.5000; -23.4787; 0.066998; -0.0000
89.5500; -31.5000; -23.4623; 0.067125; 0.0000
90.0000; -31.5000; -23.4568; 0.067168; 0.0000
-90.0000; -30.6000; -31.5521; 0.026448; 0.0000
-89.5500; -30.6000; -31.5664; 0.026405; -0.0000
-89.1000; -30.6000; -31.6093; 0.026275; -0.0000
-88.6500; -30.6000; -31.6813; 0.026058; 0.0000
-88.2000; -30.6000; -31.7832; 0.025754; 0.0000
-87.7500; -30.6000; -31.9164; 0.025362; 0.0000
-87.3000; -30.6000; -32.0823; 0.024882; -0.0000
-86.8500; -30.6000; -32.2830; 0.024314; -0.0000
-86.4000; -30.6000; -32.5213; 0.023656; 0.0000
-85.9500; -30.6000; -32.8004; 0.022908; -0.0000
-85.5000; -30.6000; -33.1246; 0.022068; 0.0000
-85.0500; -30.6000; -33.4992; 0.021137; 0.0000
-84.6000; -30.6000; -33.9308; 0.020112; 0.0000
-84.1500; -30.6000; -34.4281; 0.018993; -0.0000
-83.7000; -30.6000; -35.0021; 0.017778; 0.0000
-83.2500; -30.6000; -35.6678; 0.016467; -0.0000
-82.8000; -30.6000; -36.4451; 0.015057; -0.0000
-82.3500; -30.6000; -37.3626; 0.013548; 0.0000
-81.9000; -30.6000; -38.4617; 0.011938; 0.0000
-81.4500; -30.6000; -39.8069; 0.010225; -0.0000
-81.0000; -30.6000; -41.5058; 0.008408; 0.0000
-80.5500; -30.6000; -43.7596; 0.006487; -0.0000
-80.1000; -30.6000; -47.0165; 0.004458; -0.0000
-79.6500; -30.6000; -52.6826; 0.002322; -0.0000
-79.2000; -30.6000; -82.3318; 0.000076; 0.0000
-78.7500; -30.6000; -52.8424; 0.002280; -180.0000
-78.3000; -30.6000; -46.4705; 0.004748; -180.0000
-77.8500; -30.6000; -42.6999; 0.007328; 180.0000
-77.4000; -30.6000; -39.9801; 0.010023; 180.0000
-76.9500; -30.6000; -37.8340; 0.012832; -180.0000
-76.5000; -30.6000; -36.0505; 0.015757; -180.0000
-76.0500; -30.6000; -34.5179; 0.018798; 180.0000
-75.6000; -30.6000; -33.1694; 0.021955; -180.0000
-75.1500; -30.6000; -31.9621; 0.025229; 180.0000
-74.7000; -30.6000; -30.8668; 0.028619; 180.0000
-74.2500; -30.6000; -29.8628; 0.032126; 180.0000
-73.8000; -30.6000; -28.9346; 0.035749; -180.0000
-73.3500; -30.6000; -28.0707; 0.039488; 180.0000
-72.9000; -30.6000; -27.2621; 0.043341; -180.0000
-72.4500; -30.6000; -26.5016; 0.047306; -180.0000
-72.0000; -30.6000; -25.7835; 0.051384; 180.0000
-71.5500; -30.6000; -25.1031; 0.055571; 180.0000
-71.1000; -30.6000; -24.4565; 0.059865; 180.0000
-70.6500; -30.6000; -23.8406; 0.064264; -180.0000
-70.2000; -30.6000; -23.2526; 0.068766; -180.0000
-69.7500; -30.6000; -22.6902; 0.073365; -180.0000
-69.3000; -30.6000; -22.1515; 0.078059; 180.0000
-68.8500; -30.6000; -21.6347; 0.082844; 180.0000
-68.4000; -30.6000; -21.1385; 0.087715; -180.0000
-67.9500; -30.6000; -20.6615; 0.092667; 180.0000
-67.5000; -30.6000; -20.2026; 0.097694; -180.0000
-67.0500; -30.6000; -19.7609; 0.102791; 180.0000
-66.6000; -30.6000; -19.3354; 0.107951; 180.0000
-66.1500; -30.6000; -18.9256; 0.113167; -180.0000
-65.7000; -30.6000; -18.5306; 0.118433; 180.0000
-65.2500; -30.6000; -18.1499; 0.123739; -180.0000
-64.8000; -30.6000; -17.7830; 0.129078; 180.0000
-64.3500; -30.6000; -17.4294; 0.134440; 180.0000
-63.9000; -30.6000; -17.0888; 0.139818; 180.0000
-63.4500; -30.6000; -16.7607; 0.145200; -180.0000
-63.0000; -30.6000; -16.4448; 0.150577; 180.0000
-62.5500; -30.6000; -16.1410; 0.155938; 180.0000
-62.1000; -30.6000; -15.8489; 0.161271; -180.0000
-61.6500; -30.6000; -15.5683; 0.166566; 180.0000
-61.2000; -30.6000; -15.2991; 0.171809; -180.0000
-60.7500; -30.6000; -15.0410; 0.176990; 180.0000
-60.3000; -30.6000; -14.7941; 0.182093; 180.0000
-59.8500; -30.6000; -14.5582; 0.187108; 180.0000
